userID,itemID,rating,genres
196,242,3.0,Comedy
63,242,3.0,Comedy
226,242,5.0,Comedy
154,242,3.0,Comedy
306,242,5.0,Comedy
296,242,4.0,Comedy
34,242,5.0,Comedy
271,242,4.0,Comedy
201,242,4.0,Comedy
209,242,4.0,Comedy
35,242,2.0,Comedy
354,242,5.0,Comedy
199,242,5.0,Comedy
113,242,2.0,Comedy
1,242,5.0,Comedy
173,242,5.0,Comedy
360,242,4.0,Comedy
234,242,4.0,Comedy
14,242,4.0,Comedy
309,242,4.0,Comedy
331,242,4.0,Comedy
21,242,3.0,Comedy
111,242,4.0,Comedy
439,242,5.0,Comedy
355,242,4.0,Comedy
204,242,5.0,Comedy
145,242,5.0,Comedy
30,242,5.0,Comedy
463,242,2.0,Comedy
144,242,4.0,Comedy
417,242,3.0,Comedy
2,242,5.0,Comedy
497,242,1.0,Comedy
523,242,5.0,Comedy
12,242,5.0,Comedy
202,242,3.0,Comedy
131,242,5.0,Comedy
451,242,1.0,Comedy
532,242,4.0,Comedy
539,242,5.0,Comedy
537,242,3.0,Comedy
416,242,4.0,Comedy
566,242,5.0,Comedy
597,242,4.0,Comedy
181,242,1.0,Comedy
639,242,4.0,Comedy
123,242,5.0,Comedy
520,242,5.0,Comedy
617,242,3.0,Comedy
86,242,4.0,Comedy
624,242,4.0,Comedy
9,242,4.0,Comedy
651,242,5.0,Comedy
492,242,5.0,Comedy
207,242,4.0,Comedy
460,242,4.0,Comedy
697,242,5.0,Comedy
129,242,4.0,Comedy
40,242,4.0,Comedy
740,242,4.0,Comedy
239,242,5.0,Comedy
794,242,5.0,Comedy
461,242,3.0,Comedy
771,242,4.0,Comedy
733,242,4.0,Comedy
568,242,4.0,Comedy
673,242,4.0,Comedy
249,242,5.0,Comedy
6,242,4.0,Comedy
205,242,4.0,Comedy
592,242,5.0,Comedy
440,242,5.0,Comedy
641,242,5.0,Comedy
765,242,5.0,Comedy
139,242,3.0,Comedy
628,242,5.0,Comedy
473,242,3.0,Comedy
695,242,5.0,Comedy
206,242,3.0,Comedy
863,242,4.0,Comedy
90,242,4.0,Comedy
594,242,4.0,Comedy
866,242,3.0,Comedy
803,242,5.0,Comedy
240,242,5.0,Comedy
753,242,4.0,Comedy
735,242,5.0,Comedy
869,242,2.0,Comedy
655,242,4.0,Comedy
18,242,5.0,Comedy
898,242,4.0,Comedy
937,242,3.0,Comedy
767,242,4.0,Comedy
533,242,4.0,Comedy
680,242,4.0,Comedy
485,242,5.0,Comedy
574,242,5.0,Comedy
758,242,3.0,Comedy
486,242,4.0,Comedy
13,242,2.0,Comedy
724,242,1.0,Comedy
270,242,5.0,Comedy
428,242,4.0,Comedy
861,242,5.0,Comedy
871,242,3.0,Comedy
408,242,4.0,Comedy
195,242,4.0,Comedy
279,242,3.0,Comedy
743,242,4.0,Comedy
707,242,4.0,Comedy
894,242,4.0,Comedy
675,242,4.0,Comedy
305,242,5.0,Comedy
845,242,4.0,Comedy
500,242,3.0,Comedy
720,242,4.0,Comedy
721,242,3.0,Comedy
186,302,3.0,Crime|Film-Noir|Mystery|Thriller
191,302,4.0,Crime|Film-Noir|Mystery|Thriller
49,302,4.0,Crime|Film-Noir|Mystery|Thriller
54,302,4.0,Crime|Film-Noir|Mystery|Thriller
62,302,3.0,Crime|Film-Noir|Mystery|Thriller
206,302,5.0,Crime|Film-Noir|Mystery|Thriller
197,302,3.0,Crime|Film-Noir|Mystery|Thriller
214,302,4.0,Crime|Film-Noir|Mystery|Thriller
190,302,5.0,Crime|Film-Noir|Mystery|Thriller
303,302,4.0,Crime|Film-Noir|Mystery|Thriller
181,302,2.0,Crime|Film-Noir|Mystery|Thriller
154,302,4.0,Crime|Film-Noir|Mystery|Thriller
31,302,4.0,Crime|Film-Noir|Mystery|Thriller
305,302,4.0,Crime|Film-Noir|Mystery|Thriller
178,302,4.0,Crime|Film-Noir|Mystery|Thriller
102,302,3.0,Crime|Film-Noir|Mystery|Thriller
100,302,4.0,Crime|Film-Noir|Mystery|Thriller
144,302,3.0,Crime|Film-Noir|Mystery|Thriller
13,302,5.0,Crime|Film-Noir|Mystery|Thriller
315,302,5.0,Crime|Film-Noir|Mystery|Thriller
88,302,3.0,Crime|Film-Noir|Mystery|Thriller
282,302,5.0,Crime|Film-Noir|Mystery|Thriller
334,302,5.0,Crime|Film-Noir|Mystery|Thriller
208,302,1.0,Crime|Film-Noir|Mystery|Thriller
112,302,4.0,Crime|Film-Noir|Mystery|Thriller
277,302,4.0,Crime|Film-Noir|Mystery|Thriller
145,302,4.0,Crime|Film-Noir|Mystery|Thriller
392,302,5.0,Crime|Film-Noir|Mystery|Thriller
276,302,5.0,Crime|Film-Noir|Mystery|Thriller
360,302,4.0,Crime|Film-Noir|Mystery|Thriller
126,302,4.0,Crime|Film-Noir|Mystery|Thriller
319,302,4.0,Crime|Film-Noir|Mystery|Thriller
47,302,5.0,Crime|Film-Noir|Mystery|Thriller
146,302,4.0,Crime|Film-Noir|Mystery|Thriller
378,302,5.0,Crime|Film-Noir|Mystery|Thriller
131,302,5.0,Crime|Film-Noir|Mystery|Thriller
171,302,4.0,Crime|Film-Noir|Mystery|Thriller
201,302,4.0,Crime|Film-Noir|Mystery|Thriller
192,302,5.0,Crime|Film-Noir|Mystery|Thriller
345,302,5.0,Crime|Film-Noir|Mystery|Thriller
204,302,5.0,Crime|Film-Noir|Mystery|Thriller
107,302,4.0,Crime|Film-Noir|Mystery|Thriller
222,302,3.0,Crime|Film-Noir|Mystery|Thriller
433,302,5.0,Crime|Film-Noir|Mystery|Thriller
229,302,5.0,Crime|Film-Noir|Mystery|Thriller
339,302,4.0,Crime|Film-Noir|Mystery|Thriller
427,302,4.0,Crime|Film-Noir|Mystery|Thriller
29,302,4.0,Crime|Film-Noir|Mystery|Thriller
420,302,4.0,Crime|Film-Noir|Mystery|Thriller
43,302,4.0,Crime|Film-Noir|Mystery|Thriller
268,302,5.0,Crime|Film-Noir|Mystery|Thriller
241,302,3.0,Crime|Film-Noir|Mystery|Thriller
397,302,5.0,Crime|Film-Noir|Mystery|Thriller
383,302,4.0,Crime|Film-Noir|Mystery|Thriller
346,302,3.0,Crime|Film-Noir|Mystery|Thriller
461,302,3.0,Crime|Film-Noir|Mystery|Thriller
418,302,2.0,Crime|Film-Noir|Mystery|Thriller
405,302,4.0,Crime|Film-Noir|Mystery|Thriller
179,302,4.0,Crime|Film-Noir|Mystery|Thriller
362,302,5.0,Crime|Film-Noir|Mystery|Thriller
10,302,4.0,Crime|Film-Noir|Mystery|Thriller
90,302,5.0,Crime|Film-Noir|Mystery|Thriller
297,302,4.0,Crime|Film-Noir|Mystery|Thriller
425,302,5.0,Crime|Film-Noir|Mystery|Thriller
413,302,2.0,Crime|Film-Noir|Mystery|Thriller
149,302,4.0,Crime|Film-Noir|Mystery|Thriller
430,302,4.0,Crime|Film-Noir|Mystery|Thriller
232,302,5.0,Crime|Film-Noir|Mystery|Thriller
104,302,5.0,Crime|Film-Noir|Mystery|Thriller
285,302,5.0,Crime|Film-Noir|Mystery|Thriller
129,302,4.0,Crime|Film-Noir|Mystery|Thriller
26,302,5.0,Crime|Film-Noir|Mystery|Thriller
514,302,5.0,Crime|Film-Noir|Mystery|Thriller
15,302,4.0,Crime|Film-Noir|Mystery|Thriller
293,302,4.0,Crime|Film-Noir|Mystery|Thriller
489,302,5.0,Crime|Film-Noir|Mystery|Thriller
421,302,4.0,Crime|Film-Noir|Mystery|Thriller
343,302,4.0,Crime|Film-Noir|Mystery|Thriller
498,302,3.0,Crime|Film-Noir|Mystery|Thriller
460,302,4.0,Crime|Film-Noir|Mystery|Thriller
390,302,5.0,Crime|Film-Noir|Mystery|Thriller
173,302,5.0,Crime|Film-Noir|Mystery|Thriller
140,302,4.0,Crime|Film-Noir|Mystery|Thriller
269,302,3.0,Crime|Film-Noir|Mystery|Thriller
322,302,5.0,Crime|Film-Noir|Mystery|Thriller
567,302,4.0,Crime|Film-Noir|Mystery|Thriller
466,302,5.0,Crime|Film-Noir|Mystery|Thriller
446,302,4.0,Crime|Film-Noir|Mystery|Thriller
404,302,4.0,Crime|Film-Noir|Mystery|Thriller
408,302,5.0,Crime|Film-Noir|Mystery|Thriller
299,302,4.0,Crime|Film-Noir|Mystery|Thriller
116,302,3.0,Crime|Film-Noir|Mystery|Thriller
532,302,5.0,Crime|Film-Noir|Mystery|Thriller
507,302,5.0,Crime|Film-Noir|Mystery|Thriller
423,302,5.0,Crime|Film-Noir|Mystery|Thriller
569,302,4.0,Crime|Film-Noir|Mystery|Thriller
352,302,4.0,Crime|Film-Noir|Mystery|Thriller
512,302,4.0,Crime|Film-Noir|Mystery|Thriller
634,302,5.0,Crime|Film-Noir|Mystery|Thriller
3,302,2.0,Crime|Film-Noir|Mystery|Thriller
375,302,5.0,Crime|Film-Noir|Mystery|Thriller
561,302,4.0,Crime|Film-Noir|Mystery|Thriller
450,302,5.0,Crime|Film-Noir|Mystery|Thriller
63,302,3.0,Crime|Film-Noir|Mystery|Thriller
628,302,5.0,Crime|Film-Noir|Mystery|Thriller
570,302,4.0,Crime|Film-Noir|Mystery|Thriller
105,302,5.0,Crime|Film-Noir|Mystery|Thriller
555,302,3.0,Crime|Film-Noir|Mystery|Thriller
548,302,4.0,Crime|Film-Noir|Mystery|Thriller
6,302,4.0,Crime|Film-Noir|Mystery|Thriller
574,302,4.0,Crime|Film-Noir|Mystery|Thriller
509,302,5.0,Crime|Film-Noir|Mystery|Thriller
414,302,5.0,Crime|Film-Noir|Mystery|Thriller
94,302,4.0,Crime|Film-Noir|Mystery|Thriller
139,302,3.0,Crime|Film-Noir|Mystery|Thriller
531,302,5.0,Crime|Film-Noir|Mystery|Thriller
515,302,3.0,Crime|Film-Noir|Mystery|Thriller
367,302,5.0,Crime|Film-Noir|Mystery|Thriller
14,302,5.0,Crime|Film-Noir|Mystery|Thriller
685,302,3.0,Crime|Film-Noir|Mystery|Thriller
111,302,5.0,Crime|Film-Noir|Mystery|Thriller
707,302,4.0,Crime|Film-Noir|Mystery|Thriller
697,302,5.0,Crime|Film-Noir|Mystery|Thriller
666,302,5.0,Crime|Film-Noir|Mystery|Thriller
331,302,5.0,Crime|Film-Noir|Mystery|Thriller
543,302,4.0,Crime|Film-Noir|Mystery|Thriller
384,302,5.0,Crime|Film-Noir|Mystery|Thriller
683,302,5.0,Crime|Film-Noir|Mystery|Thriller
327,302,3.0,Crime|Film-Noir|Mystery|Thriller
721,302,3.0,Crime|Film-Noir|Mystery|Thriller
431,302,3.0,Crime|Film-Noir|Mystery|Thriller
520,302,3.0,Crime|Film-Noir|Mystery|Thriller
762,302,5.0,Crime|Film-Noir|Mystery|Thriller
16,302,5.0,Crime|Film-Noir|Mystery|Thriller
490,302,4.0,Crime|Film-Noir|Mystery|Thriller
464,302,5.0,Crime|Film-Noir|Mystery|Thriller
134,302,2.0,Crime|Film-Noir|Mystery|Thriller
640,302,5.0,Crime|Film-Noir|Mystery|Thriller
619,302,4.0,Crime|Film-Noir|Mystery|Thriller
52,302,4.0,Crime|Film-Noir|Mystery|Thriller
717,302,5.0,Crime|Film-Noir|Mystery|Thriller
74,302,4.0,Crime|Film-Noir|Mystery|Thriller
69,302,4.0,Crime|Film-Noir|Mystery|Thriller
271,302,5.0,Crime|Film-Noir|Mystery|Thriller
364,302,4.0,Crime|Film-Noir|Mystery|Thriller
177,302,4.0,Crime|Film-Noir|Mystery|Thriller
704,302,4.0,Crime|Film-Noir|Mystery|Thriller
401,302,3.0,Crime|Film-Noir|Mystery|Thriller
474,302,5.0,Crime|Film-Noir|Mystery|Thriller
207,302,4.0,Crime|Film-Noir|Mystery|Thriller
655,302,4.0,Crime|Film-Noir|Mystery|Thriller
758,302,5.0,Crime|Film-Noir|Mystery|Thriller
818,302,5.0,Crime|Film-Noir|Mystery|Thriller
284,302,4.0,Crime|Film-Noir|Mystery|Thriller
473,302,4.0,Crime|Film-Noir|Mystery|Thriller
669,302,4.0,Crime|Film-Noir|Mystery|Thriller
720,302,5.0,Crime|Film-Noir|Mystery|Thriller
788,302,4.0,Crime|Film-Noir|Mystery|Thriller
216,302,5.0,Crime|Film-Noir|Mystery|Thriller
747,302,5.0,Crime|Film-Noir|Mystery|Thriller
853,302,4.0,Crime|Film-Noir|Mystery|Thriller
755,302,4.0,Crime|Film-Noir|Mystery|Thriller
151,302,3.0,Crime|Film-Noir|Mystery|Thriller
328,302,4.0,Crime|Film-Noir|Mystery|Thriller
828,302,4.0,Crime|Film-Noir|Mystery|Thriller
445,302,1.0,Crime|Film-Noir|Mystery|Thriller
329,302,5.0,Crime|Film-Noir|Mystery|Thriller
838,302,4.0,Crime|Film-Noir|Mystery|Thriller
664,302,4.0,Crime|Film-Noir|Mystery|Thriller
894,302,4.0,Crime|Film-Noir|Mystery|Thriller
388,302,5.0,Crime|Film-Noir|Mystery|Thriller
733,302,4.0,Crime|Film-Noir|Mystery|Thriller
808,302,5.0,Crime|Film-Noir|Mystery|Thriller
871,302,5.0,Crime|Film-Noir|Mystery|Thriller
889,302,4.0,Crime|Film-Noir|Mystery|Thriller
370,302,5.0,Crime|Film-Noir|Mystery|Thriller
399,302,4.0,Crime|Film-Noir|Mystery|Thriller
389,302,5.0,Crime|Film-Noir|Mystery|Thriller
463,302,5.0,Crime|Film-Noir|Mystery|Thriller
751,302,4.0,Crime|Film-Noir|Mystery|Thriller
448,302,5.0,Crime|Film-Noir|Mystery|Thriller
833,302,3.0,Crime|Film-Noir|Mystery|Thriller
158,302,4.0,Crime|Film-Noir|Mystery|Thriller
592,302,5.0,Crime|Film-Noir|Mystery|Thriller
787,302,3.0,Crime|Film-Noir|Mystery|Thriller
676,302,5.0,Crime|Film-Noir|Mystery|Thriller
713,302,4.0,Crime|Film-Noir|Mystery|Thriller
775,302,3.0,Crime|Film-Noir|Mystery|Thriller
865,302,5.0,Crime|Film-Noir|Mystery|Thriller
696,302,5.0,Crime|Film-Noir|Mystery|Thriller
428,302,5.0,Crime|Film-Noir|Mystery|Thriller
809,302,5.0,Crime|Film-Noir|Mystery|Thriller
870,302,4.0,Crime|Film-Noir|Mystery|Thriller
458,302,5.0,Crime|Film-Noir|Mystery|Thriller
896,302,2.0,Crime|Film-Noir|Mystery|Thriller
866,302,2.0,Crime|Film-Noir|Mystery|Thriller
743,302,5.0,Crime|Film-Noir|Mystery|Thriller
422,302,3.0,Crime|Film-Noir|Mystery|Thriller
913,302,4.0,Crime|Film-Noir|Mystery|Thriller
416,302,5.0,Crime|Film-Noir|Mystery|Thriller
740,302,5.0,Crime|Film-Noir|Mystery|Thriller
210,302,5.0,Crime|Film-Noir|Mystery|Thriller
744,302,5.0,Crime|Film-Noir|Mystery|Thriller
802,302,4.0,Crime|Film-Noir|Mystery|Thriller
451,302,3.0,Crime|Film-Noir|Mystery|Thriller
615,302,4.0,Crime|Film-Noir|Mystery|Thriller
605,302,4.0,Crime|Film-Noir|Mystery|Thriller
535,302,3.0,Crime|Film-Noir|Mystery|Thriller
547,302,5.0,Crime|Film-Noir|Mystery|Thriller
827,302,4.0,Crime|Film-Noir|Mystery|Thriller
782,302,3.0,Crime|Film-Noir|Mystery|Thriller
752,302,5.0,Crime|Film-Noir|Mystery|Thriller
526,302,5.0,Crime|Film-Noir|Mystery|Thriller
363,302,5.0,Crime|Film-Noir|Mystery|Thriller
656,302,3.0,Crime|Film-Noir|Mystery|Thriller
71,302,3.0,Crime|Film-Noir|Mystery|Thriller
845,302,3.0,Crime|Film-Noir|Mystery|Thriller
920,302,4.0,Crime|Film-Noir|Mystery|Thriller
249,302,4.0,Crime|Film-Noir|Mystery|Thriller
657,302,2.0,Crime|Film-Noir|Mystery|Thriller
819,302,5.0,Crime|Film-Noir|Mystery|Thriller
905,302,5.0,Crime|Film-Noir|Mystery|Thriller
480,302,4.0,Crime|Film-Noir|Mystery|Thriller
854,302,3.0,Crime|Film-Noir|Mystery|Thriller
524,302,5.0,Crime|Film-Noir|Mystery|Thriller
934,302,4.0,Crime|Film-Noir|Mystery|Thriller
240,302,5.0,Crime|Film-Noir|Mystery|Thriller
537,302,4.0,Crime|Film-Noir|Mystery|Thriller
801,302,4.0,Crime|Film-Noir|Mystery|Thriller
485,302,5.0,Crime|Film-Noir|Mystery|Thriller
902,302,3.0,Crime|Film-Noir|Mystery|Thriller
